State	Up	Down	Left	Right	Policy
((2, 11), (2, 9))	-97.30	-526.92	-96.80	-413.61	LEFT
((2, 11), (2, 10))	-47.82	-191.52	-40.15	-273.17	LEFT
((2, 11), (3, 1))	-640.46	-834.25	-639.90	-736.23	LEFT
((2, 11), (3, 2))	-645.60	-832.62	-646.40	-734.79	UP
((2, 11), (3, 4))	-584.68	-663.05	-586.10	-830.99	UP
((2, 11), (3, 5))	-401.26	-783.57	-400.27	-579.78	LEFT
((2, 11), (3, 7))	-140.07	-348.03	-139.53	-348.71	LEFT
((2, 11), (3, 8))	-123.43	-473.24	-123.48	-474.18	UP
((2, 11), (3, 9))	-123.24	-346.65	-125.07	-575.23	UP
((2, 11), (3, 10))	-79.60	-411.97	-78.33	-472.31	LEFT
((2, 11), (4, 1))	-689.07	-763.71	-690.24	-736.23	UP
((2, 11), (4, 2))	-663.75	-868.60	-663.29	-870.30	LEFT
((2, 11), (4, 4))	-585.47	-698.54	-585.83	-849.89	UP
((2, 11), (4, 5))	-322.75	-530.05	-324.54	-730.49	UP
((2, 11), (4, 6))	-244.72	-577.51	-245.96	-622.38	UP
((2, 11), (4, 7))	-140.94	-414.42	-142.71	-577.51	UP
((2, 11), (4, 8))	-138.98	-575.23	-136.82	-192.28	LEFT
((2, 11), (4, 9))	-156.46	-525.88	-155.52	-273.71	LEFT
((2, 11), (4, 10))	-142.93	-616.25	-142.60	-574.09	LEFT
((2, 13), (1, 1))	-624.88	-639.03	-705.40	-622.06	RIGHT
((2, 13), (1, 2))	-595.74	-597.21	-765.20	-608.51	UP
((2, 13), (1, 3))	-572.44	-567.62	-933.24	-581.03	DOWN
((2, 13), (1, 4))	-526.89	-526.05	-931.42	-523.79	RIGHT
((2, 13), (1, 5))	-534.31	-528.18	-809.99	-535.32	DOWN
((2, 13), (1, 8))	-98.71	-98.80	-348.71	-97.69	RIGHT
((2, 13), (1, 9))	-114.48	-132.76	-348.03	-113.85	RIGHT
((2, 13), (1, 10))	-29.92	-31.65	-191.90	-30.20	UP
((2, 13), (1, 11))	-15.47	-13.80	-191.52	-30.94	DOWN
((2, 13), (1, 12))	-7.13	-7.33	-100.60	-15.05	UP
((2, 13), (2, 1))	-638.09	-632.22	-835.88	-636.85	DOWN
((2, 13), (2, 2))	-568.65	-566.17	-885.67	-569.58	DOWN
((2, 13), (2, 4))	-496.72	-494.41	-866.90	-496.68	DOWN
((2, 13), (2, 5))	-455.91	-456.82	-865.20	-497.05	UP
((2, 13), (2, 8))	-123.76	-123.45	-414.42	-123.49	DOWN
((2, 13), (2, 9))	-89.37	-85.78	-575.23	-104.53	DOWN
((2, 13), (2, 10))	-45.77	-40.98	-346.65	-58.10	DOWN
((2, 13), (2, 11))	-36.34	-55.79	-471.37	-36.74	UP
((2, 13), (3, 1))	-615.03	-613.57	-854.89	-614.72	DOWN
((2, 13), (3, 2))	-616.40	-617.12	-763.71	-619.34	UP
((2, 13), (3, 4))	-569.15	-568.37	-908.39	-567.98	RIGHT
((2, 13), (3, 5))	-385.26	-385.86	-808.40	-384.10	RIGHT
((2, 13), (3, 7))	-95.59	-94.14	-475.12	-94.61	DOWN
((2, 13), (3, 8))	-131.33	-132.26	-659.14	-204.78	UP
((2, 13), (3, 9))	-125.90	-148.36	-575.23	-151.24	UP
((2, 13), (3, 10))	-78.17	-85.09	-525.88	-119.76	UP
((2, 13), (3, 13))	929.41	998.00	-1004.00	979.29	DOWN
((2, 13), (4, 1))	-667.04	-679.92	-887.40	-666.44	RIGHT
((2, 13), (4, 2))	-613.16	-609.24	-834.25	-609.27	DOWN
((2, 13), (4, 4))	-555.23	-553.98	-849.89	-559.01	DOWN
((2, 13), (4, 5))	-304.40	-318.49	-698.54	-302.24	RIGHT
((2, 13), (4, 6))	-241.50	-241.73	-349.40	-243.34	UP
((2, 13), (4, 7))	-145.48	-155.06	-660.44	-144.93	RIGHT
((2, 13), (4, 8))	-116.77	-108.61	-576.37	-148.08	DOWN
((2, 13), (4, 9))	-157.12	-181.41	-526.92	-192.08	UP
((2, 13), (4, 10))	-112.84	-115.61	-691.68	-108.31	RIGHT
((3, 0), (1, 1))	-334.45	-409.14	-342.62	-347.28	UP
((3, 0), (1, 2))	-751.22	-751.20	-751.45	-733.63	RIGHT
((3, 0), (1, 3))	-748.62	-749.02	-749.54	-745.33	RIGHT
((3, 0), (1, 4))	-684.59	-684.52	-683.66	-684.31	LEFT
((3, 0), (1, 5))	-656.98	-655.99	-656.10	-656.87	DOWN
((3, 0), (1, 8))	-9.84	-10.79	-11.36	-10.89	UP
((3, 0), (1, 9))	-45.43	-43.41	-43.51	-44.13	DOWN
((3, 0), (2, 1))	-482.71	-407.02	-360.80	-344.42	RIGHT
((3, 0), (2, 2))	-759.75	-759.27	-759.31	-762.58	DOWN
((3, 0), (2, 4))	-676.01	-676.07	-675.61	-675.65	LEFT
((3, 0), (2, 5))	-599.79	-600.08	-600.00	-599.11	RIGHT
((3, 0), (2, 8))	-69.20	-68.46	-68.10	-68.11	LEFT
((3, 0), (2, 9))	-51.64	-52.61	-51.68	-51.64	UP
((3, 0), (2, 10))	-6.94	-6.85	-6.44	-8.04	LEFT
((3, 0), (2, 11))	-1.75	-1.80	0.00	0.00	LEFT
((3, 0), (3, 1))	-785.69	-401.01	-785.66	-786.72	DOWN
((3, 0), (3, 2))	-770.44	-770.93	-770.62	-772.79	UP
((3, 0), (3, 4))	-666.32	-665.79	-665.45	-665.16	RIGHT
((3, 0), (3, 5))	-499.16	-500.06	-499.88	-499.21	UP
((3, 0), (3, 7))	-66.67	-66.97	-65.99	-65.44	RIGHT
((3, 0), (3, 8))	-64.85	-64.15	-64.50	-64.81	DOWN
((3, 0), (3, 9))	-63.24	-63.94	-63.23	-64.01	LEFT
((3, 0), (3, 10))	-9.11	-8.32	-7.47	-8.43	LEFT
((3, 0), (4, 1))	-794.00	-380.23	-755.29	-784.69	DOWN
((3, 0), (4, 2))	-787.05	-787.44	-786.84	-787.50	LEFT
((3, 0), (4, 4))	-625.76	-626.37	-625.94	-626.43	UP
((3, 0), (4, 5))	-454.04	-455.08	-454.81	-454.18	UP
((3, 0), (4, 6))	-280.97	-281.13	-281.07	-281.90	UP
((3, 0), (4, 7))	-96.81	-97.13	-96.99	-96.65	RIGHT
((3, 0), (4, 8))	-103.86	-102.32	-103.20	-103.34	DOWN
((3, 0), (4, 9))	-83.28	-81.97	-83.23	-83.29	DOWN
((3, 0), (4, 10))	-56.22	-56.32	-56.15	-55.44	RIGHT
((3, 1), (1, 1))	-347.65	-457.82	-346.91	-392.32	LEFT
((3, 1), (1, 2))	-751.80	-752.37	-752.57	-496.73	RIGHT
((3, 1), (1, 3))	-495.20	-749.32	-750.18	-723.83	UP
((3, 1), (1, 4))	-683.46	-683.57	-683.81	-683.87	UP
((3, 1), (1, 5))	-655.87	-655.94	-657.09	-657.81	UP
((3, 1), (1, 8))	-11.76	-11.97	-12.88	-11.41	RIGHT
((3, 1), (1, 9))	-45.29	-44.57	-45.08	-43.58	RIGHT
((3, 1), (2, 1))	-300.01	-364.81	-362.84	-392.30	UP
((3, 1), (2, 2))	-783.18	-761.57	-762.12	-764.97	DOWN
((3, 1), (2, 4))	-675.60	-675.65	-675.24	-697.69	LEFT
((3, 1), (2, 5))	-599.69	-600.17	-600.32	-600.62	UP
((3, 1), (2, 8))	-68.87	-68.60	-69.63	-69.35	DOWN
((3, 1), (2, 9))	-51.41	-50.94	-51.04	-49.70	RIGHT
((3, 1), (2, 10))	-8.72	-7.79	-8.32	-7.50	RIGHT
((3, 1), (2, 11))	-3.01	0.00	-1.70	0.00	DOWN
((3, 1), (3, 2))	-763.48	-764.47	-763.03	-1012.03	LEFT
((3, 1), (3, 4))	-665.72	-665.34	-665.89	-686.39	DOWN
((3, 1), (3, 5))	-499.65	-499.36	-500.28	-533.72	DOWN
((3, 1), (3, 7))	-67.09	-67.30	-66.74	-67.39	LEFT
((3, 1), (3, 8))	-65.05	-65.60	-65.55	-64.82	RIGHT
((3, 1), (3, 9))	-66.26	-64.94	-66.39	-66.02	DOWN
((3, 1), (3, 10))	-8.59	-8.02	-8.90	-9.00	DOWN
((3, 1), (4, 1))	-795.14	-795.09	-597.22	-795.76	LEFT
((3, 1), (4, 2))	-786.87	-787.04	-787.25	-787.63	UP
((3, 1), (4, 4))	-625.96	-625.46	-626.79	-626.05	DOWN
((3, 1), (4, 5))	-454.37	-453.76	-453.37	-453.86	LEFT
((3, 1), (4, 6))	-281.19	-280.87	-281.38	-275.54	RIGHT
((3, 1), (4, 7))	-97.38	-96.49	-96.23	-96.30	LEFT
((3, 1), (4, 8))	-103.06	-103.72	-103.96	-103.20	UP
((3, 1), (4, 9))	-84.68	-83.93	-83.40	-98.35	LEFT
((3, 1), (4, 10))	-56.23	-57.60	-55.59	-56.18	LEFT
((3, 2), (1, 1))	-759.58	-771.76	-315.42	-966.62	LEFT
((3, 2), (1, 2))	-417.30	-746.03	-706.25	-992.52	UP
((3, 2), (1, 3))	-418.98	-737.23	-743.41	-977.24	UP
((3, 2), (1, 4))	-679.43	-681.38	-681.12	-956.92	UP
((3, 2), (1, 5))	-679.14	-686.14	-654.51	-915.95	LEFT
((3, 2), (1, 8))	-9.36	-8.21	-9.16	-193.04	DOWN
((3, 2), (1, 9))	-44.55	-45.13	-44.81	-349.40	UP
((3, 2), (2, 1))	-577.93	-401.42	-324.60	-1017.73	LEFT
((3, 2), (2, 2))	-543.30	-748.04	-749.51	-962.83	UP
((3, 2), (2, 4))	-674.22	-674.43	-674.26	-933.12	UP
((3, 2), (2, 5))	-612.00	-601.59	-601.07	-890.72	LEFT
((3, 2), (2, 8))	-66.69	-68.02	-66.72	-475.12	UP
((3, 2), (2, 9))	-45.38	-43.29	-42.70	-415.24	LEFT
((3, 2), (2, 10))	-8.28	-7.04	-6.51	-101.40	LEFT
((3, 2), (2, 11))	-1.40	0.00	-1.60	-101.40	DOWN
((3, 2), (3, 1))	-797.80	-381.30	-802.34	-990.57	DOWN
((3, 2), (3, 4))	-651.54	-677.93	-652.63	-973.39	UP
((3, 2), (3, 5))	-467.39	-464.25	-467.66	-875.29	DOWN
((3, 2), (3, 7))	-64.92	-63.85	-64.83	-192.28	DOWN
((3, 2), (3, 8))	-61.83	-61.39	-62.91	-101.20	DOWN
((3, 2), (3, 9))	-87.32	-73.23	-70.16	-414.42	LEFT
((3, 2), (3, 10))	-10.27	-34.96	-8.74	-101.20	LEFT
((3, 2), (4, 1))	-806.37	-801.69	-726.72	-1002.48	LEFT
((3, 2), (4, 2))	-791.00	-788.86	-788.88	-1000.51	DOWN
((3, 2), (4, 4))	-625.05	-626.00	-624.59	-969.10	LEFT
((3, 2), (4, 5))	-450.30	-450.33	-450.01	-888.96	LEFT
((3, 2), (4, 6))	-247.72	-250.31	-247.75	-803.64	UP
((3, 2), (4, 7))	-110.36	-93.89	-94.88	-527.96	DOWN
((3, 2), (4, 8))	-102.63	-114.91	-101.69	-527.96	LEFT
((3, 2), (4, 9))	-81.92	-81.39	-82.60	-274.25	DOWN
((3, 2), (4, 10))	-54.93	-55.21	-56.06	-274.25	UP
((3, 4), (1, 1))	-704.47	-703.72	-954.10	-727.26	DOWN
((3, 4), (1, 2))	-673.22	-670.10	-936.80	-670.79	DOWN
((3, 4), (1, 3))	-699.27	-680.44	-987.74	-703.31	DOWN
((3, 4), (1, 4))	-607.68	-604.21	-863.50	-617.01	DOWN
((3, 4), (1, 5))	-202.90	-618.80	-997.46	-638.36	UP
((3, 4), (1, 8))	-49.90	-51.60	-275.34	-49.20	RIGHT
((3, 4), (1, 9))	-83.60	-86.10	-349.40	-84.66	UP
((3, 4), (1, 10))	-14.86	-15.11	-101.60	-14.93	UP
((3, 4), (1, 11))	-3.79	-3.54	-101.60	-2.81	RIGHT
((3, 4), (1, 12))	-1.40	-1.60	-101.60	0.00	RIGHT
((3, 4), (2, 1))	-705.19	-703.62	-992.52	-703.43	RIGHT
((3, 4), (2, 2))	-722.12	-679.12	-1010.18	-704.66	DOWN
((3, 4), (2, 4))	-597.55	-597.02	-955.04	-597.80	DOWN
((3, 4), (2, 5))	-527.19	-522.55	-997.35	-380.08	RIGHT
((3, 4), (2, 8))	-113.88	-111.21	-529.01	-111.28	DOWN
((3, 4), (2, 9))	-117.73	-97.14	-475.12	-95.21	RIGHT
((3, 4), (2, 10))	-30.35	-31.48	-192.66	-32.09	UP
((3, 4), (2, 11))	-14.88	-16.33	-101.40	-15.94	UP
((3, 4), (3, 1))	-698.08	-696.97	-968.15	-696.34	RIGHT
((3, 4), (3, 2))	-712.24	-708.37	-979.18	-717.18	DOWN
((3, 4), (3, 5))	-309.11	-440.66	-931.28	-920.48	UP
((3, 4), (3, 7))	-101.07	-109.91	-576.37	-144.23	UP
((3, 4), (3, 8))	-86.58	-89.20	-619.93	-85.68	RIGHT
((3, 4), (3, 9))	-140.11	-171.52	-348.03	-158.49	UP
((3, 4), (3, 10))	-43.48	-43.85	-101.20	-43.11	RIGHT
((3, 4), (4, 1))	-752.87	-730.78	-999.31	-731.45	DOWN
((3, 4), (4, 2))	-708.52	-707.89	-1004.17	-714.94	DOWN
((3, 4), (4, 4))	-650.80	-658.93	-1011.49	-666.71	UP
((3, 4), (4, 5))	-76.07	158.45	-1012.00	-52.25	DOWN
((3, 4), (4, 6))	-306.13	86.71	-754.76	-303.67	DOWN
((3, 4), (4, 7))	-161.35	-143.10	-576.37	-108.69	RIGHT
((3, 4), (4, 8))	-156.51	-159.71	-527.96	-145.34	RIGHT
((3, 4), (4, 9))	-149.96	-141.62	-192.28	-141.35	RIGHT
((3, 4), (4, 10))	-110.55	-177.76	-694.42	-156.07	UP
((3, 5), (1, 1))	-695.58	-695.64	-696.51	-969.46	UP
((3, 5), (1, 2))	-674.76	-674.83	-693.16	-992.60	UP
((3, 5), (1, 3))	-695.86	-668.45	-682.53	-953.16	DOWN
((3, 5), (1, 4))	-646.61	-610.67	-621.54	-978.20	DOWN
((3, 5), (1, 5))	-623.75	-622.44	-650.41	-967.19	DOWN
((3, 5), (1, 8))	-60.66	-55.44	-62.98	-348.37	DOWN
((3, 5), (1, 9))	-86.81	-86.71	-84.86	-348.37	LEFT
((3, 5), (1, 10))	-12.70	-13.19	-13.45	-274.52	UP
((3, 5), (1, 11))	-2.47	-3.91	-3.11	-192.47	UP
((3, 5), (1, 12))	-1.30	0.00	-1.50	-101.30	DOWN
((3, 5), (2, 1))	-705.16	-702.94	-703.28	-1008.78	DOWN
((3, 5), (2, 2))	-660.42	-661.34	-660.98	-984.01	UP
((3, 5), (2, 4))	-619.88	-593.27	-592.67	-1006.14	LEFT
((3, 5), (2, 5))	-315.44	-514.10	-486.10	-913.24	UP
((3, 5), (2, 8))	-111.54	-113.25	-140.53	-473.71	UP
((3, 5), (2, 9))	-89.59	-91.27	-90.53	-473.71	UP
((3, 5), (2, 10))	-41.68	-42.25	-41.05	-347.68	LEFT
((3, 5), (2, 11))	-18.81	-17.93	-18.29	-101.10	DOWN
((3, 5), (3, 1))	-729.91	-701.03	-713.25	-990.66	DOWN
((3, 5), (3, 2))	-697.88	-695.75	-697.83	-994.09	DOWN
((3, 5), (3, 4))	-625.46	-613.20	-990.18	-996.36	DOWN
((3, 5), (3, 7))	-102.86	-131.75	-132.20	-526.40	UP
((3, 5), (3, 8))	-98.37	-98.40	-139.43	-618.09	UP
((3, 5), (3, 9))	-136.33	-118.33	-121.74	-526.40	DOWN
((3, 5), (3, 10))	-47.16	-48.05	-47.16	-472.78	UP
((3, 5), (4, 1))	-737.90	-737.37	-736.52	-1008.02	LEFT
((3, 5), (4, 2))	-708.33	-702.25	-701.84	-1000.30	LEFT
((3, 5), (4, 4))	-661.65	-606.60	-681.63	-1005.04	DOWN
((3, 5), (4, 5))	-72.73	-39.00	145.76	-1011.00	LEFT
((3, 5), (4, 6))	-326.82	219.56	65.07	-1006.99	DOWN
((3, 5), (4, 7))	-179.31	228.61	-176.66	-526.40	DOWN
((3, 5), (4, 8))	-149.00	-150.09	-151.96	-657.18	UP
((3, 5), (4, 9))	-128.39	-143.44	-141.99	-574.66	UP
((3, 5), (4, 10))	-92.76	-98.36	-129.48	-574.66	UP
((3, 7), (1, 1))	-833.44	-666.41	-701.97	-667.23	DOWN
((3, 7), (1, 2))	-700.60	-643.08	-831.81	-641.22	RIGHT
((3, 7), (1, 3))	-785.89	-638.76	-830.18	-639.65	DOWN
((3, 7), (1, 4))	-729.77	-562.23	-784.34	-563.07	DOWN
((3, 7), (1, 5))	-845.73	-595.08	-782.80	-595.69	DOWN
((3, 7), (1, 8))	-658.49	-92.68	-414.83	-91.73	RIGHT
((3, 7), (1, 9))	-823.66	-83.54	-528.49	477.39	RIGHT
((3, 7), (1, 10))	-273.98	-24.65	-101.30	-24.73	DOWN
((3, 7), (1, 11))	-192.09	-22.36	-192.47	-21.34	RIGHT
((3, 7), (1, 12))	-101.10	-18.28	-348.37	-18.26	RIGHT
((3, 7), (1, 13))	0.00	-1.30	0.00	0.00	UP
((3, 7), (2, 1))	-810.79	-672.25	-961.63	-672.71	DOWN
((3, 7), (2, 2))	-907.50	-620.20	-866.05	-620.05	RIGHT
((3, 7), (2, 4))	-915.05	-555.05	-862.65	-553.26	RIGHT
((3, 7), (2, 5))	-825.29	-467.81	-825.29	-469.34	DOWN
((3, 7), (2, 8))	-347.00	-139.53	-619.32	-140.24	DOWN
((3, 7), (2, 9))	-574.66	-112.88	-619.32	322.10	RIGHT
((3, 7), (2, 10))	-100.90	-64.95	-414.01	-66.27	DOWN
((3, 7), (2, 11))	-413.20	-28.21	-347.68	-29.08	DOWN
((3, 7), (3, 1))	-867.75	-659.04	-849.06	-659.07	DOWN
((3, 7), (3, 2))	-699.23	-674.65	-847.39	-673.26	RIGHT
((3, 7), (3, 4))	-826.92	-600.75	-923.22	-600.09	RIGHT
((3, 7), (3, 5))	-695.11	-386.51	-859.25	-386.36	RIGHT
((3, 7), (3, 8))	-347.00	-123.13	-526.40	-127.80	DOWN
((3, 7), (3, 9))	-472.78	-36.26	-347.00	-108.71	DOWN
((3, 7), (3, 10))	-413.20	-73.43	-273.44	-71.99	RIGHT
((3, 7), (4, 1))	-732.64	-701.02	-945.85	-699.40	RIGHT
((3, 7), (4, 2))	-907.50	-687.67	-828.55	-687.80	DOWN
((3, 7), (4, 4))	-877.89	-576.99	-825.29	-578.46	DOWN
((3, 7), (4, 5))	-659.79	-340.92	-693.74	-339.72	RIGHT
((3, 7), (4, 6))	-693.74	-262.67	-752.53	-263.23	DOWN
((3, 7), (4, 7))	-472.78	-163.25	-526.40	-163.64	DOWN
((3, 7), (4, 8))	-886.33	317.95	-966.23	13.96	DOWN
((3, 7), (4, 9))	-472.78	311.87	-574.66	-154.59	DOWN
((3, 7), (4, 10))	-657.18	-131.44	-574.66	-130.01	RIGHT
((3, 8), (1, 1))	-662.79	-663.37	-663.78	-662.24	RIGHT
((3, 8), (1, 2))	-631.93	-636.51	-635.31	-635.99	UP
((3, 8), (1, 3))	-634.53	-636.89	-634.68	-634.59	UP
((3, 8), (1, 4))	-569.00	-571.49	-590.49	-571.35	UP
((3, 8), (1, 5))	-595.64	-595.71	-595.79	-596.54	UP
((3, 8), (1, 8))	-143.51	-105.04	-121.66	-105.29	DOWN
((3, 8), (1, 9))	542.69	271.85	90.72	277.72	UP
((3, 8), (1, 10))	-61.72	-38.15	-48.37	-37.80	RIGHT
((3, 8), (1, 11))	-34.32	-33.73	-34.43	-33.21	RIGHT
((3, 8), (1, 12))	-26.13	-25.16	-26.14	-25.39	DOWN
((3, 8), (1, 13))	0.00	0.00	-1.20	-1.00	UP
((3, 8), (2, 1))	-674.05	-674.11	-677.81	-674.36	UP
((3, 8), (2, 2))	-617.25	-617.62	-642.28	-617.41	UP
((3, 8), (2, 4))	-583.33	-567.68	-590.77	-567.59	RIGHT
((3, 8), (2, 5))	-483.32	-489.39	-535.32	-489.29	UP
((3, 8), (2, 8))	-156.78	-152.92	-185.69	-153.18	DOWN
((3, 8), (2, 9))	267.68	252.19	226.29	422.81	RIGHT
((3, 8), (2, 10))	-100.96	-73.65	-87.65	-74.28	DOWN
((3, 8), (2, 11))	-39.70	-39.08	-46.49	-39.24	DOWN
((3, 8), (3, 1))	-676.85	-670.44	-676.97	-668.79	RIGHT
((3, 8), (3, 2))	-669.92	-671.34	-670.32	-670.55	UP
((3, 8), (3, 4))	-622.15	-603.08	-601.87	-604.29	LEFT
((3, 8), (3, 5))	-452.38	-412.96	-431.39	-413.50	DOWN
((3, 8), (3, 7))	-175.42	-137.01	-657.83	-135.95	RIGHT
((3, 8), (3, 9))	-178.78	352.66	-151.04	-168.55	DOWN
((3, 8), (3, 10))	-108.45	-90.12	-88.69	-89.08	LEFT
((3, 8), (4, 1))	-703.00	-704.74	-703.45	-703.89	UP
((3, 8), (4, 2))	-697.73	-687.38	-686.72	-687.70	LEFT
((3, 8), (4, 4))	-608.41	-592.83	-599.43	-592.51	RIGHT
((3, 8), (4, 5))	-341.49	-341.29	-341.20	-340.94	RIGHT
((3, 8), (4, 6))	-289.80	-263.77	-263.67	-264.07	LEFT
((3, 8), (4, 7))	-183.24	-165.07	-193.72	-165.23	DOWN
((3, 8), (4, 8))	-162.59	-156.26	12.32	-161.67	LEFT
((3, 8), (4, 9))	177.92	267.18	230.93	241.20	DOWN
((3, 8), (4, 10))	-159.92	-160.78	-162.60	-159.80	RIGHT
((3, 9), (1, 1))	-657.79	-659.48	-657.86	-657.56	RIGHT
((3, 9), (1, 2))	-633.00	-634.05	-632.05	-654.10	LEFT
((3, 9), (1, 3))	-629.00	-628.86	-630.60	-628.88	DOWN
((3, 9), (1, 4))	-566.13	-566.79	-567.33	-572.96	UP
((3, 9), (1, 5))	-595.47	-595.78	-595.01	-616.36	LEFT
((3, 9), (1, 8))	-106.89	-106.32	-106.94	-107.11	DOWN
((3, 9), (1, 9))	261.42	255.74	351.63	261.44	LEFT
((3, 9), (1, 10))	603.47	-40.51	-40.19	-19.24	UP
((3, 9), (1, 11))	15.43	-34.63	-34.52	-38.71	UP
((3, 9), (1, 12))	13.54	-26.38	-25.68	-25.67	UP
((3, 9), (1, 13))	-0.90	-1.10	-1.10	-0.90	UP
((3, 9), (2, 1))	-669.53	-670.55	-670.59	-668.92	RIGHT
((3, 9), (2, 2))	-613.15	-613.87	-613.37	-612.25	RIGHT
((3, 9), (2, 4))	-564.25	-564.13	-566.14	-567.97	DOWN
((3, 9), (2, 5))	-487.49	-487.45	-487.51	-511.49	DOWN
((3, 9), (2, 8))	-148.47	-148.78	-149.04	-165.79	UP
((3, 9), (2, 9))	537.94	318.81	368.03	140.30	UP
((3, 9), (2, 10))	-74.34	-73.55	-73.92	480.54	RIGHT
((3, 9), (2, 11))	-40.62	-40.21	-41.51	-59.26	DOWN
((3, 9), (3, 1))	-661.94	-662.74	-661.47	-662.31	LEFT
((3, 9), (3, 2))	-666.43	-666.50	-666.91	-666.80	UP
((3, 9), (3, 4))	-602.16	-601.90	-601.68	-601.76	LEFT
((3, 9), (3, 5))	-412.33	-412.15	-411.40	-421.64	LEFT
((3, 9), (3, 7))	-145.57	-145.99	-167.62	-145.52	RIGHT
((3, 9), (3, 8))	-153.10	-153.38	-177.26	-184.17	UP
((3, 9), (3, 10))	-88.16	-88.27	-88.40	-749.54	UP
((3, 9), (4, 1))	-704.82	-704.09	-704.92	-724.03	DOWN
((3, 9), (4, 2))	-684.48	-685.00	-684.00	-688.55	LEFT
((3, 9), (4, 4))	-590.64	-590.29	-591.38	-591.08	DOWN
((3, 9), (4, 5))	-342.60	-342.87	-341.77	-401.70	LEFT
((3, 9), (4, 6))	-261.56	-261.85	-261.34	-261.66	LEFT
((3, 9), (4, 7))	-162.94	-163.66	-162.73	-170.55	LEFT
((3, 9), (4, 8))	-159.89	-159.78	-160.21	-199.79	DOWN
((3, 9), (4, 9))	-154.47	-162.89	309.22	-186.11	LEFT
((3, 9), (4, 10))	-158.70	-5.03	-159.06	-192.92	DOWN
((3, 10), (1, 1))	-652.60	-658.85	-654.43	-837.51	UP
((3, 10), (1, 2))	-619.72	-619.43	-622.10	-901.26	DOWN
((3, 10), (1, 3))	-621.49	-634.65	-619.98	-950.49	LEFT
((3, 10), (1, 4))	-557.89	-558.13	-556.58	-868.60	LEFT
((3, 10), (1, 5))	-588.66	-587.92	-588.08	-929.60	DOWN
((3, 10), (1, 8))	-105.21	-102.28	-105.38	-529.01	DOWN
((3, 10), (1, 9))	282.08	108.90	283.43	-959.04	LEFT
((3, 10), (1, 10))	-41.38	-61.63	288.36	-191.90	LEFT
((3, 10), (1, 11))	571.85	-33.64	-33.55	-191.52	UP
((3, 10), (1, 12))	-25.78	-26.72	-24.70	-191.52	LEFT
((3, 10), (1, 13))	0.00	-1.00	-1.00	-100.80	UP
((3, 10), (2, 1))	-663.80	-662.36	-662.86	-872.00	DOWN
((3, 10), (2, 2))	-603.42	-629.93	-608.57	-834.25	UP
((3, 10), (2, 4))	-553.80	-554.00	-554.81	-849.89	UP
((3, 10), (2, 5))	-478.70	-514.58	-480.50	-829.36	UP
((3, 10), (2, 8))	-128.75	-125.98	-125.78	-576.37	LEFT
((3, 10), (2, 9))	-63.83	259.61	429.91	-993.41	LEFT
((3, 10), (2, 10))	635.19	-83.94	160.67	-885.45	UP
((3, 10), (2, 11))	-60.98	-37.81	-37.58	-524.83	LEFT
((3, 10), (3, 1))	-655.12	-655.41	-655.59	-933.24	UP
((3, 10), (3, 2))	-665.37	-680.13	-665.39	-940.48	UP
((3, 10), (3, 4))	-601.90	-601.75	-601.25	-917.75	LEFT
((3, 10), (3, 5))	-402.08	-398.59	-399.24	-863.50	DOWN
((3, 10), (3, 7))	-145.73	-145.79	-145.25	-527.96	LEFT
((3, 10), (3, 8))	-140.36	-139.74	-141.37	-618.71	DOWN
((3, 10), (3, 9))	-118.93	287.33	-128.47	-472.31	DOWN
((3, 10), (4, 1))	-699.98	-701.31	-700.79	-923.16	UP
((3, 10), (4, 2))	-674.72	-673.06	-674.17	-962.57	DOWN
((3, 10), (4, 4))	-587.01	-610.34	-585.89	-952.23	LEFT
((3, 10), (4, 5))	-332.63	-332.54	-333.11	-757.75	DOWN
((3, 10), (4, 6))	-259.54	-284.52	-258.62	-695.80	LEFT
((3, 10), (4, 7))	-151.69	-180.08	-153.19	-619.93	UP
((3, 10), (4, 8))	-156.67	-158.57	-156.89	-575.23	UP
((3, 10), (4, 9))	-146.03	-152.01	-104.85	-691.68	LEFT
((3, 10), (4, 10))	-158.02	-199.04	-147.53	-721.88	LEFT
((3, 13), (1, 1))	-615.71	-615.97	-838.32	-613.90	RIGHT
((3, 13), (1, 2))	-592.58	-595.21	-704.72	-591.75	RIGHT
((3, 13), (1, 3))	-562.78	-561.86	-813.96	-561.53	RIGHT
((3, 13), (1, 4))	-533.94	-522.16	-666.30	-521.72	RIGHT
((3, 13), (1, 5))	-512.78	-497.61	-867.75	-531.17	DOWN
((3, 13), (1, 8))	-96.63	-95.22	-415.65	-97.53	DOWN
((3, 13), (1, 9))	-88.43	-81.97	-474.65	-126.49	DOWN
((3, 13), (1, 10))	-43.70	-32.50	-273.98	-45.49	DOWN
((3, 13), (1, 11))	-13.07	-12.90	-100.90	-12.92	DOWN
((3, 13), (1, 12))	-5.11	-5.40	-191.33	-4.79	RIGHT
((3, 13), (2, 1))	-616.90	-613.46	-935.98	-614.75	DOWN
((3, 13), (2, 2))	-560.08	-559.39	-703.34	-557.77	RIGHT
((3, 13), (2, 4))	-489.24	-479.35	-700.60	-478.38	RIGHT
((3, 13), (2, 5))	-454.41	-463.20	-928.69	-454.89	UP
((3, 13), (2, 8))	-119.71	-120.13	-274.52	-120.14	UP
